text,label,label_text
Darifenacin is a muscarinic antagonist which was FDA approved for the treatment of overactive bladder in December 2004.,0,Not-Related
"As linezolid has been shown to have hematologic side effects, blood count monitoring is recommended in patients receiving this drug for long-term therapy.",1,Related
"After this period, liposomal amphotericin B (3 mg kg(-1) day(-1)) was given with the diagnosis of probable fungal infection.",0,Not-Related
"Nonetheless, the results of therapy with many of the treatment programs described are encouraging, as exemplified by the report from Graboys and coworkers.",0,Not-Related
"Acute lymphoblastic leukemia (ALL) is uncommon in this patient population, and Philadelphia chromosome positive (Ph+) ALL in particular, is rare.",0,Not-Related
"Here, we report a giant cell lichenoid dermatitis in a 41-year-old male patient who developed, 3 days after intravenous treatment with amoxicillin-clavulanic acid for erysipelas of the left leg, a clinical picture suggesting a baboon syndrome characterized by an erythematous and pruritic eruption on the axillary, inguinal and popliteal areas and the anterior side of elbows.",0,Not-Related
"CONCLUSIONS: These results suggest that clozapine may cause TD; however, the prevalence is low and the severity is relatively mild, with no or mild self-reported discomfort.",1,Related
"The most striking and severe symptom was burning of the trunk and proximal extremities, occurring in 11 patients.",0,Not-Related
"Oxcarbazepine, a carbamazepine analog, was approved for use as an antiepileptic agent in the United States in 2000.",0,Not-Related
The authors describe two cases of Fournier's gangrene complicating aggressive therapy for hematologic malignancies.,0,Not-Related
"The patient recovered completely from his liver injury, but the sicca complex persisted 1 yr after the drug was given.",0,Not-Related
"The drug was tolerated without evident toxicity, though an unpleasant taste and nausea at high doses were limiting.",0,Not-Related
"METHODS: A 20-year-old woman developed pain, redness, decreased vision, and corneal infiltrate in the right eye 15 days after bilateral LASIK.",0,Not-Related
Herein is reported an unusual case of coexistent warfarin-induced skin necrosis and heparin-induced thrombocytopenia following mitral valve replacement for thromboembolic phenomena associated with marantic endocarditis and bronchial adenocarcinoma.,1,Related
This case report describes the diagnostic workup in a child with anaplastic ependymoma and inconclusive MRI (magnetic resonance imaging) and PET (positron emission tomography) findings.,0,Not-Related
"Spacers have evolved from simple monoblock designs made of acrylic cement alone to articulated, modular, complex and expensive designs with different grades of constriction.",0,Not-Related
"A patient suffering from heparin-associated thrombocytopenia (HAT), recurrent arteriothromboses, and acute renal failure after treatment with standard heparin is described.",1,Related
Leflunomide was started.,0,Not-Related
"Although preemptive therapy with ganciclovir prevented successfully severe CMV diseases and CMV-related mortality, a patient developed persistent positive CMV antigenemia for more than 1 year after transplantation and CMV disease, despite the use of ganciclovir and foscarnet.",0,Not-Related
Intralesional injection of 5-fluorouracil has recently been reported as a possible method of treatment for an assortment of benign and malignant cutaneous neoplasms.,0,Not-Related
A case of Lactobacillus casei endocarditis that occurred on a Carpentier-Edwards porcine valve is reported.,0,Not-Related
"To date, this is the first reported case of what appears to be isolated thrombocytopenia associated with lansoprazole.",1,Related
The patients required admission for assessment of the severity of the overdose in addition to advice about appropriate use of analgesics and advice on access to dental care.,0,Not-Related
"Electron microscopy demonstrated electron-dense granules, free and membrane-bound, within macrophages and fibroblast-like cells.",0,Not-Related
A patient bleeding from oesophageal varices in whom injection sclerotherapy failed to control bleeding required peripheral vein vasopressin infusion for a total of five days.,0,Not-Related
"We describe two patients in whom painful erosions of their psoriasis developed as the presenting sign of methotrexate toxicity and review the literature, emphasizing the risk factors associated with this manifestation.",1,Related
"Her drug therapy also included nicergoline 30 mg/day, amlodipine 5 mg/day, aspirin 100 mg/day, candesartan 16 mg/day, and atenolol 25 mg/day.",0,Not-Related
This paper discusses the importance of critical care and emergency nurses having an understanding of why pre-existing cardiac disorders can influence antiarrhythmic treatment.,0,Not-Related
"Through a literature search, we were able to identify 4 additional cases of therapy-related AML in AIDS patients following chemotherapy for lymphomas.",0,Not-Related
Two pediatric oncology patients with Ewing's sarcoma and one with mixed germ cell tumor were treated with drug regimens that included bleomycin or cyclophosphamide.,0,Not-Related
Ibuprofen-induced meningitis: detection of intrathecal IgG synthesis and immune complexes.,1,Related
"Despite significantly reduced plasma insulin concentrations, glucose tolerance did not deteriorate.",0,Not-Related
The parasite may remain in the host for over 25 years before immunosuppression causes either dissemination or hyperinfection.,0,Not-Related
"This paralleled the rise in the number of children with tuberculous infection and disease seen at our institution, from an average 96 per year to 213 per year during these two time periods.",0,Not-Related
The patient presented with loss of consciousness and died after 5 days of antifungal therapy with liposomal amphotericin B.,0,Not-Related
A case of SIADH induced by mizoribin administration.,1,Related
The association of central diabetes insipidus (CDI) with lithium use is rare.,1,Related
"Within 8 hours after initiation of therapy the patient died with a clinical picture resembling massive pulmonary obstruction due to choriocarcinomic tissue plugs, probably originating from the uterus.",0,Not-Related
"The clinical course of a 9-year-old diagnosed with attention-deficit hyperactivity disorder, obsessive-compulsive disorder, and Tourette's disorder and treated with a combination of methylphenidate, clonidine, and fluoxetine is described.",0,Not-Related
"The microbiologic diagnosis was established after valvectomy, which was necessitated by failure of empiric antibiotics to eradicate the infection.",0,Not-Related
"OBJECTIVE: To report a case of chronic, nonproductive cough secondary to the angiotensin-converting enzyme (ACE) inhibitor quinapril, with complete resolution after switching to another ACE inhibitor, fosinopril.",1,Related
"An 11-year-old, 25-kg girl with congenital myelomeningocele was scheduled for posterior spinal fusion because of progressive scoliosis.",0,Not-Related
Sustained monomorphic ventricular tachycardia after adenosine infusion.,1,Related
"Either primary headaches show a higher susceptibility to this idiosyncratic reaction or a drug-induced primary headache evolves in intensity and duration, becoming uncontrolled until the complete discontinuation of the drug in consideration.",0,Not-Related
"Hospitalized patients with HIV disease (n = 42) during this same period, demonstrated an increased prevalence of QT, prolongation (28.6%, P = 0.002).",0,Not-Related
"We describe a patient with acute myeloblastic leukemia (AML) who developed nephrotic syndrome after receiving several courses of chemotherapy, including macrophage-colony-stimulating factor (M-CSF).",1,Related
These lesions developed within the port site during the radiation treatments (11 cases) or soon after (nine cases) its completion (mean: 16 days; range: 2-35).,0,Not-Related
Cytomegalovirus colitis after autologous transplantation for multiple myeloma.,0,Not-Related
"After intensive treatment with topical corticosteroids, the DLK resolved during the following 2 weeks.",0,Not-Related
